5.700000000000000000e+01,8.300000000000000000e+01
5.500000000000000000e+01,8.300000000000000000e+01
5.300000000000000000e+01,8.300000000000000000e+01
5.100000000000000000e+01,8.300000000000000000e+01
4.900000000000000000e+01,8.300000000000000000e+01
4.700000000000000000e+01,8.300000000000000000e+01
4.500000000000000000e+01,8.300000000000000000e+01
4.300000000000000000e+01,8.300000000000000000e+01
4.100000000000000000e+01,8.300000000000000000e+01
3.900000000000000000e+01,8.300000000000000000e+01
3.700000000000000000e+01,8.300000000000000000e+01
3.500000000000000000e+01,8.300000000000000000e+01
3.300000000000000000e+01,8.300000000000000000e+01
3.100000000000000000e+01,8.300000000000000000e+01
2.900000000000000000e+01,8.300000000000000000e+01
2.700000000000000000e+01,8.300000000000000000e+01
2.500000000000000000e+01,8.300000000000000000e+01
2.300000000000000000e+01,8.300000000000000000e+01
2.100000000000000000e+01,8.300000000000000000e+01
1.900000000000000000e+01,8.300000000000000000e+01
1.700000000000000000e+01,8.300000000000000000e+01
1.500000000000000000e+01,8.300000000000000000e+01
1.300000000000000000e+01,8.300000000000000000e+01
1.100000000000000000e+01,8.300000000000000000e+01
9.000000000000000000e+00,8.300000000000000000e+01
9.000000000000000000e+00,8.100000000000000000e+01
9.000000000000000000e+00,7.900000000000000000e+01
9.000000000000000000e+00,7.700000000000000000e+01
9.000000000000000000e+00,7.500000000000000000e+01
9.000000000000000000e+00,7.300000000000000000e+01
9.000000000000000000e+00,7.100000000000000000e+01
9.000000000000000000e+00,6.900000000000000000e+01
9.000000000000000000e+00,6.700000000000000000e+01
9.000000000000000000e+00,6.500000000000000000e+01
9.000000000000000000e+00,6.300000000000000000e+01
9.000000000000000000e+00,6.100000000000000000e+01
9.000000000000000000e+00,5.900000000000000000e+01
9.000000000000000000e+00,5.700000000000000000e+01
9.000000000000000000e+00,5.500000000000000000e+01
9.000000000000000000e+00,5.300000000000000000e+01
9.000000000000000000e+00,5.100000000000000000e+01
9.000000000000000000e+00,4.900000000000000000e+01
9.000000000000000000e+00,4.700000000000000000e+01
9.000000000000000000e+00,4.500000000000000000e+01
9.000000000000000000e+00,4.300000000000000000e+01
9.000000000000000000e+00,4.100000000000000000e+01
9.000000000000000000e+00,3.900000000000000000e+01
9.000000000000000000e+00,3.700000000000000000e+01
9.000000000000000000e+00,3.500000000000000000e+01
9.000000000000000000e+00,3.300000000000000000e+01
