episode,timestep,reward
1,20,-0.6751
3,40,-0.7191
5,60,-0.7542
7,80,-0.6598
9,100,-0.6892
11,120,-0.6439
13,140,-0.6952
15,160,-0.7112
17,180,-0.7461
19,200,-0.6997
21,220,-0.7201
23,240,-0.6455
25,260,-0.7809
27,280,-0.7699
29,300,-0.6125
31,320,-0.6967
33,340,-0.7146
35,360,-0.6531
