episode,timestep,reward
1,20,-0.7368500232696533
3,40,-0.7410500049591064
5,60,-0.6689500212669373
7,80,-0.6901500225067139
9,100,-0.6546000242233276
11,120,-0.6809999942779541
13,140,-0.7166000008583069
15,160,-0.6568000316619873
17,180,-0.6630499958992004
19,200,-0.7444499731063843
21,220,-0.6583999991416931
23,240,-0.5806999802589417
25,260,-0.677649974822998
27,280,-0.6743999719619751
29,300,-0.6592000126838684
