episode,timestep,reward
3,40,-0.7261999845504761
7,80,-0.7160500288009644
11,120,-0.6779000163078308
15,160,-0.6718499660491943
19,200,-0.6891000270843506
23,240,-0.676800012588501
27,280,-0.7498500347137451
31,320,-0.6815500259399414
