episode,timestep,reward
3,40,-0.6820999979972839
7,80,-0.6737499833106995
11,120,-0.6612499952316284
15,160,-0.7152500152587891
19,200,-0.6716499924659729
23,240,-0.6956000328063965
27,280,-0.7943500280380249
