episode,timestep,reward
3,40,-0.7456499934196472
7,80,-0.7199000120162964
11,120,-0.7733500003814697
15,160,-0.7598000168800354
19,200,-0.7468000054359436
23,240,-0.7348999977111816
27,280,-0.7529000043869019
