episode,timestep,reward
1,20,-0.6498000025749207
3,40,-0.6999000310897827
5,60,-0.7113000154495239
7,80,-0.6912000179290771
9,100,-0.6273499727249146
11,120,-0.5898500084877014
13,140,-0.6471999883651733
15,160,-0.6482499837875366
17,180,-0.6932500004768372
19,200,-0.6999000310897827
21,220,-0.7282500267028809
23,240,-0.7235499620437622
25,260,-0.7484999895095825
27,280,-0.694849967956543
29,300,-0.7042499780654907
