episode,timestep,reward
3,40,-0.6685500144958496
7,80,-0.7256500124931335
11,120,-0.6640999913215637
15,160,-0.6935999989509583
19,200,-0.6575000286102295
23,240,-0.7011500000953674
27,280,-0.6398500204086304
31,320,-0.6446999907493591
35,360,-0.6730999946594238
39,400,-0.6331000328063965
43,440,-0.7239999771118164
47,480,-0.6717000007629395
51,520,-0.6841000318527222
55,560,-0.7054499983787537
59,600,-0.649649977684021
63,640,-0.6602500081062317
